Date,PX_LAST
2023-10-17,2888.62
2023-10-16,2885.35
2023-10-13,2862.14
2023-10-12,2884.06
2023-10-11,2899.5
2023-10-10,2887.89
2023-10-09,2858.71
2023-10-06,2845.23
2023-10-05,2816.43
2023-10-04,2810.86
2023-10-03,2799.64
2023-10-02,2838.78
2023-09-29,2853.24
2023-09-28,2855.88
2023-09-27,2840.82
2023-09-26,2844.83
2023-09-25,2879.79
2023-09-22,2879.85
2023-09-21,2886.07
2023-09-20,2936.36
2023-09-19,2951.17
2023-09-18,2956.14
2023-09-15,2960.98
2023-09-14,2982.69
2023-09-13,2956.84
2023-09-12,2955.87
2023-09-11,2969.45
2023-09-08,2948.81
2023-09-07,2947.11
2023-09-06,2955.82
2023-09-05,2973.45
2023-09-04,2990.17
2023-09-01,2989.51
2023-08-31,2986.02
2023-08-30,2991.52
2023-08-29,2975.5
2023-08-28,2935.71
2023-08-25,2911.99
2023-08-24,2906.25
2023-08-23,2937.7
2023-08-22,2909.19
2023-08-21,2910.52
2023-08-18,2897.5
2023-08-17,2901.84
2023-08-16,2925.63
2023-08-15,2948.22
2023-08-14,2976.86
2023-08-11,2972.73
2023-08-10,2984.81
2023-08-09,2976.31
2023-08-08,2988.1
2023-08-07,3003.77
2023-08-04,2986.54
2023-08-03,2990.13
2023-08-02,3000.54
2023-08-01,3048.6
2023-07-31,3064.3
2023-07-28,3057.84
2023-07-27,3034.41
2023-07-26,3044.7
2023-07-25,3045.39
2023-07-24,3037.44
2023-07-21,3028.71
2023-07-20,3029.7
2023-07-19,3047.99
2023-07-18,3042.53
2023-07-17,3021.96
2023-07-14,3017.94
2023-07-13,3019.71
2023-07-12,2987.19
2023-07-11,2953.12
2023-07-10,2931.05
2023-07-07,2924.19
2023-07-06,2924.55
2023-07-05,2960.76
2023-07-04,2971.7
2023-07-03,2972.03
2023-06-30,2966.72
2023-06-29,2933.86
2023-06-28,2924.92
2023-06-27,2921.19
2023-06-26,2894.93
2023-06-23,2902.34
2023-06-22,2930.37
2023-06-21,2927.72
2023-06-20,2939.54
2023-06-19,2955.12
2023-06-16,2962.34
2023-06-15,2966.43
2023-06-14,2939.59
2023-06-13,2929.68
2023-06-12,2906.01
2023-06-09,2885.63
2023-06-08,2882.13
2023-06-07,2866.59
2023-06-06,2877.97
2023-06-05,2870.27
2023-06-02,2873.37
2023-06-01,2831.66
2023-05-31,2800.56
2023-05-30,2825.6
2023-05-29,2830.43
2023-05-26,2827.93
2023-05-25,2796.86
2023-05-24,2788.82
2023-05-23,2816.85
2023-05-22,2845.71
2023-05-19,2842.76
2023-05-18,2840.12
2023-05-17,2820.92
2023-05-16,2802.39
2023-05-15,2819.47
2023-05-12,2809.35
2023-05-11,2814.86
2023-05-10,2822.6
2023-05-09,2815.29
2023-05-08,2827.38
2023-05-05,2821.99
2023-05-04,2779.26
2023-05-03,2796.31
2023-05-02,2803.07
2023-05-01,2833.6
2023-04-28,2835.93
2023-04-27,2815.77
2023-04-26,2779.71
2023-04-25,2789.54
2023-04-24,2826.85
2023-04-21,2823.07
2023-04-20,2822.54
2023-04-19,2833.39
2023-04-18,2835.89
2023-04-17,2827.24
2023-04-14,2825.75
2023-04-13,2829.2
2023-04-12,2795.48
2023-04-11,2797.07
2023-04-10,2786.2
2023-04-07,2790.38
2023-04-06,2790.1
2023-04-05,2784.05
2023-04-04,2796.78
2023-04-03,2803.63
2023-03-31,2791.44
2023-03-30,2759.71
2023-03-29,2739.42
2023-03-28,2704.76
2023-03-27,2702.42
2023-03-24,2692.55
2023-03-23,2696.85
2023-03-22,2686.13
2023-03-21,2711.84
2023-03-20,2678.29
2023-03-17,2656.19
2023-03-16,2677.99
2023-03-15,2638.46
2023-03-14,2674.36
2023-03-13,2643.64
2023-03-10,2657.41
2023-03-09,2691.17
2023-03-08,2725.23
2023-03-07,2724.8
2023-03-06,2764.64
2023-03-03,2757.97
2023-03-02,2719.68
2023-03-01,2706.79
2023-02-28,2714.57
2023-02-27,2721.63
2023-02-24,2706.91
2023-02-23,2737.41
2023-02-22,2730.88
2023-02-21,2740.38
2023-02-20,2783.26
2023-02-17,2779.88
2023-02-16,2790.63
2023-02-15,2815.45
2023-02-14,2812.53
2023-02-13,2810.04
2023-02-10,2783.91
2023-02-09,2790.53
2023-02-08,2801.96
2023-02-07,2820.49
2023-02-06,2793.59
2023-02-03,2820.74
2023-02-02,2847.82
2023-02-01,2809.94
2023-01-31,2785
2023-01-30,2759.32
2023-01-27,2785.84
2023-01-26,2777.62
2023-01-25,2756.73
2023-01-24,2755.96
2023-01-23,2754.96
2023-01-20,2725.4
2023-01-19,2685.32
2023-01-18,2713.54
2023-01-17,2736.45
2023-01-16,2735.88
2023-01-13,2735.72
2023-01-12,2720.09
2023-01-11,2700.75
2023-01-10,2671.2
2023-01-09,2663.17
2023-01-06,2649.76
2023-01-05,2594.69
2023-01-04,2624.35
2023-01-03,2600.91
2023-01-02,2607.25
2022-12-30,2602.69
2022-12-29,2611.98
2022-12-28,2575.16
2022-12-27,2600.94
2022-12-26,2605.48
2022-12-23,2605.19
2022-12-22,2595.25
2022-12-21,2626.92
2022-12-20,2592.86
2022-12-19,2585.89
2022-12-16,2606.01
2022-12-15,2636.91
2022-12-14,2705.31
2022-12-13,2715.49
2022-12-12,2683.56
2022-12-09,2662.86
2022-12-08,2670.27
2022-12-07,2654.34
2022-12-06,2662.07
2022-12-05,2696.3
2022-12-02,2733.03
2022-12-01,2741.08
2022-11-30,2720.89
2022-11-29,2663.25
2022-11-28,2668.44
2022-11-25,2703.67
2022-11-24,2706.01
2022-11-23,2697.39
2022-11-22,2675.46
2022-11-21,2640.44
2022-11-18,2658.9
2022-11-17,2642.34
